Date,Year,Month,Day,Arrival Quantity,Min Price,Max Price,Previous_Modal_Price,Modal Price
2012-02-01,2012,2,1,60.0,400.0,500.0,450.0,450.0
2012-02-02,2012,2,2,55.0,400.0,500.0,450.0,450.0
2012-02-03,2012,2,3,60.0,400.0,600.0,450.0,500.0
2012-02-04,2012,2,4,50.0,500.0,700.0,500.0,600.0
2012-02-06,2012,2,6,40.0,600.0,800.0,600.0,700.0
2012-02-07,2012,2,7,50.0,500.0,600.0,700.0,550.0
2012-02-08,2012,2,8,40.0,600.0,700.0,550.0,650.0
2012-02-09,2012,2,9,55.0,500.0,700.0,650.0,600.0
2012-02-10,2012,2,10,60.0,500.0,700.0,600.0,600.0
2012-02-11,2012,2,11,50.0,400.0,700.0,600.0,650.0
2012-02-13,2012,2,13,42.0,400.0,600.0,650.0,500.0
2012-02-14,2012,2,14,35.0,500.0,650.0,500.0,600.0
2012-02-15,2012,2,15,50.0,350.0,500.0,600.0,425.0
2012-02-16,2012,2,16,40.0,350.0,500.0,425.0,400.0
2012-02-17,2012,2,17,35.0,350.0,425.0,400.0,400.0
2012-02-21,2012,2,21,42.0,400.0,500.0,400.0,450.0
2012-02-22,2012,2,22,48.0,450.0,550.0,450.0,500.0
2012-02-23,2012,2,23,50.0,400.0,600.0,500.0,500.0
2012-02-24,2012,2,24,45.0,500.0,575.0,500.0,537.0
2012-02-25,2012,2,25,48.0,520.0,600.0,537.0,560.0
2012-02-27,2012,2,27,50.0,520.0,680.0,560.0,650.0
2012-02-28,2012,2,28,52.0,550.0,650.0,650.0,600.0
2012-02-29,2012,2,29,48.0,600.0,675.0,600.0,637.0
2012-03-01,2012,3,1,50.0,500.0,700.0,637.0,600.0
2012-03-02,2012,3,2,60.0,450.0,600.0,600.0,525.0
2012-03-03,2012,3,3,50.0,400.0,500.0,525.0,450.0
2012-03-05,2012,3,5,45.0,400.0,500.0,450.0,450.0
2012-03-06,2012,3,6,36.0,400.0,500.0,450.0,450.0
2012-03-07,2012,3,7,20.0,600.0,800.0,450.0,700.0
2012-03-09,2012,3,9,12.0,700.0,850.0,700.0,775.0
2012-03-10,2012,3,10,20.0,700.0,800.0,775.0,750.0
2012-03-12,2012,3,12,20.0,700.0,800.0,750.0,750.0
2012-03-13,2012,3,13,8.0,1100.0,1400.0,750.0,1300.0
2012-03-14,2012,3,14,10.0,1400.0,2000.0,1300.0,1700.0
2012-03-15,2012,3,15,14.0,1500.0,2000.0,1700.0,1800.0
2012-03-16,2012,3,16,15.0,1500.0,1900.0,1800.0,1700.0
2012-03-17,2012,3,17,25.0,1400.0,1650.0,1700.0,1550.0
2012-03-19,2012,3,19,20.0,1200.0,1600.0,1550.0,1400.0
2012-03-20,2012,3,20,20.0,1400.0,1600.0,1400.0,1500.0
2012-03-21,2012,3,21,16.0,1500.0,1800.0,1500.0,1650.0
2012-03-22,2012,3,22,18.0,1600.0,2000.0,1650.0,1800.0
2012-03-23,2012,3,23,20.0,2000.0,2200.0,1800.0,2100.0
2012-03-24,2012,3,24,18.0,1800.0,2000.0,2100.0,1900.0
2012-03-26,2012,3,26,10.0,2000.0,2200.0,1900.0,2100.0
2012-03-27,2012,3,27,16.0,1500.0,1800.0,2100.0,1650.0
2012-03-28,2012,3,28,17.0,1400.0,1800.0,1650.0,1600.0
2012-03-29,2012,3,29,15.0,1400.0,1800.0,1600.0,1600.0
2012-03-30,2012,3,30,14.0,1400.0,1800.0,1600.0,1600.0
2012-03-31,2012,3,31,12.0,1600.0,1800.0,1600.0,1700.0
2012-11-21,2012,11,21,0.0,1400.0,1600.0,1700.0,1500.0
2012-11-22,2012,11,22,0.0,1450.0,1650.0,1500.0,1550.0
2012-11-23,2012,11,23,0.0,1400.0,1600.0,1550.0,1500.0
2012-11-24,2012,11,24,0.0,1500.0,1700.0,1500.0,1600.0
2012-11-26,2012,11,26,0.0,1400.0,1600.0,1600.0,1500.0
2012-11-27,2012,11,27,0.0,1300.0,1500.0,1500.0,1400.0
2012-11-29,2012,11,29,0.0,1100.0,1300.0,1400.0,1200.0
2012-11-30,2012,11,30,0.0,1000.0,1300.0,1200.0,1200.0
2012-12-01,2012,12,1,75.0,1000.0,1200.0,1200.0,1100.0
2012-12-03,2012,12,3,80.0,1000.0,1200.0,1100.0,1100.0
2012-12-04,2012,12,4,83.0,1050.0,1250.0,1100.0,1150.0
2012-12-05,2012,12,5,75.0,1000.0,1200.0,1150.0,1100.0
2012-12-06,2012,12,6,68.0,1000.0,1200.0,1100.0,1100.0
2012-12-07,2012,12,7,80.0,1000.0,1200.0,1100.0,1100.0
2012-12-08,2012,12,8,85.0,1000.0,1200.0,1100.0,1100.0
2012-12-10,2012,12,10,80.0,1000.0,1200.0,1100.0,1100.0
2012-12-11,2012,12,11,100.0,800.0,1100.0,1100.0,950.0
2012-12-12,2012,12,12,110.0,800.0,1100.0,950.0,950.0
2012-12-13,2012,12,13,100.0,800.0,1000.0,950.0,900.0
2012-12-14,2012,12,14,90.0,800.0,1000.0,900.0,900.0
2012-12-15,2012,12,15,100.0,800.0,900.0,900.0,850.0
2012-12-17,2012,12,17,82.0,825.0,945.0,850.0,885.0
2012-12-18,2012,12,18,90.0,800.0,900.0,885.0,850.0
2012-12-19,2012,12,19,100.0,700.0,900.0,850.0,800.0
2012-12-20,2012,12,20,120.0,750.0,850.0,800.0,800.0
2012-12-21,2012,12,21,125.0,700.0,800.0,800.0,750.0
2012-12-22,2012,12,22,150.0,70.0,800.0,750.0,750.0
2012-12-24,2012,12,24,142.0,700.0,800.0,750.0,750.0
2012-12-26,2012,12,26,130.0,800.0,1000.0,750.0,900.0
2012-12-27,2012,12,27,125.0,800.0,1000.0,900.0,900.0
2012-12-28,2012,12,28,150.0,700.0,900.0,900.0,800.0
2012-12-29,2012,12,29,132.0,800.0,1000.0,800.0,900.0
2012-12-31,2012,12,31,126.0,850.0,1000.0,900.0,925.0
2013-01-01,2013,1,1,100.0,875.0,1125.0,925.0,1000.0
2013-01-02,2013,1,2,130.0,800.0,1000.0,1000.0,900.0
2013-01-03,2013,1,3,135.0,800.0,950.0,900.0,875.0
2013-01-04,2013,1,4,125.0,800.0,900.0,875.0,850.0
2013-01-05,2013,1,5,90.0,1000.0,1100.0,850.0,1050.0
2013-01-09,2013,1,9,100.0,1000.0,1100.0,1050.0,1050.0
2013-01-10,2013,1,10,80.0,1100.0,1200.0,1050.0,1150.0
2013-01-11,2013,1,11,70.0,1200.0,1350.0,1150.0,1275.0
2013-01-12,2013,1,12,75.0,1200.0,1300.0,1275.0,1250.0
2013-01-14,2013,1,14,80.0,1200.0,1350.0,1250.0,1275.0
2013-01-15,2013,1,15,75.0,1200.0,1300.0,1275.0,1250.0
2013-01-16,2013,1,16,85.0,1200.0,1300.0,1250.0,1250.0
2013-01-17,2013,1,17,75.0,1200.0,1350.0,1250.0,1275.0
2013-01-18,2013,1,18,80.0,1100.0,1300.0,1275.0,1200.0
2013-01-19,2013,1,19,75.0,1000.0,1300.0,1200.0,1200.0
2013-01-21,2013,1,21,85.0,1000.0,1200.0,1200.0,1100.0
2013-01-22,2013,1,22,75.0,1000.0,1200.0,1100.0,1100.0
2013-01-23,2013,1,23,87.0,800.0,1000.0,1100.0,900.0
2013-01-24,2013,1,24,75.0,800.0,1000.0,900.0,900.0
2013-01-28,2013,1,28,80.0,700.0,1000.0,900.0,850.0
2013-01-29,2013,1,29,70.0,850.0,1050.0,850.0,950.0
2013-01-30,2013,1,30,90.0,800.0,1000.0,950.0,900.0
2013-01-31,2013,1,31,85.0,800.0,1000.0,900.0,900.0
2013-02-01,2013,2,1,80.0,700.0,1000.0,900.0,850.0
2013-02-02,2013,2,2,93.0,800.0,1000.0,850.0,900.0
2013-02-04,2013,2,4,90.0,750.0,900.0,900.0,825.0
2013-02-05,2013,2,5,72.0,800.0,950.0,825.0,875.0
2013-02-06,2013,2,6,83.0,750.0,900.0,875.0,825.0
2013-02-07,2013,2,7,90.0,700.0,900.0,825.0,800.0
2013-02-08,2013,2,8,72.0,750.0,1000.0,800.0,875.0
2013-02-09,2013,2,9,80.0,825.0,950.0,875.0,887.0
2013-02-11,2013,2,11,75.0,875.0,975.0,887.0,925.0
2013-02-12,2013,2,12,70.0,925.0,1000.0,925.0,960.0
2013-02-13,2013,2,13,85.0,800.0,900.0,960.0,850.0
2013-02-14,2013,2,14,90.0,750.0,850.0,850.0,800.0
2013-02-15,2013,2,15,83.0,800.0,900.0,800.0,850.0
2013-02-16,2013,2,16,70.0,800.0,900.0,850.0,850.0
2013-02-18,2013,2,18,72.0,800.0,1000.0,850.0,900.0
2013-02-19,2013,2,19,80.0,800.0,1000.0,900.0,900.0
2013-02-20,2013,2,20,70.0,800.0,1000.0,900.0,900.0
2013-02-21,2013,2,21,77.0,800.0,900.0,900.0,850.0
2013-02-22,2013,2,22,85.0,800.0,900.0,850.0,850.0
2013-02-23,2013,2,23,100.0,700.0,800.0,850.0,750.0
2013-02-25,2013,2,25,86.0,785.0,875.0,750.0,830.0
2013-02-26,2013,2,26,75.0,800.0,900.0,830.0,850.0
2013-02-27,2013,2,27,60.0,1000.0,1200.0,850.0,1100.0
2013-02-28,2013,2,28,70.0,900.0,1200.0,1100.0,1050.0
2013-03-01,2013,3,1,60.0,900.0,1100.0,1050.0,1000.0
2013-03-02,2013,3,2,70.0,900.0,1000.0,1000.0,950.0
2013-03-04,2013,3,4,75.0,800.0,1000.0,950.0,900.0
2013-03-05,2013,3,5,65.0,800.0,1000.0,900.0,900.0
2013-03-06,2013,3,6,50.0,1000.0,1200.0,900.0,1100.0
2013-03-07,2013,3,7,47.0,1000.0,1100.0,1100.0,1050.0
2013-03-08,2013,3,8,45.0,1100.0,1200.0,1050.0,1150.0
2013-03-09,2013,3,9,50.0,1000.0,1200.0,1150.0,1100.0
2013-03-11,2013,3,11,60.0,1000.0,1200.0,1100.0,1100.0
2013-03-12,2013,3,12,52.0,1050.0,1250.0,1100.0,1150.0
2013-03-13,2013,3,13,65.0,900.0,1100.0,1150.0,1000.0
2013-03-14,2013,3,14,50.0,1000.0,1100.0,1000.0,1050.0
2013-03-15,2013,3,15,40.0,1000.0,1200.0,1050.0,1100.0
2013-03-16,2013,3,16,50.0,800.0,1000.0,1100.0,900.0
2013-03-18,2013,3,18,48.0,800.0,1000.0,900.0,900.0
2013-03-19,2013,3,19,60.0,700.0,900.0,900.0,800.0
2013-03-20,2013,3,20,50.0,800.0,900.0,800.0,850.0
2013-03-21,2013,3,21,45.0,800.0,900.0,850.0,850.0
2013-03-22,2013,3,22,25.0,700.0,800.0,850.0,750.0
2013-03-23,2013,3,23,30.0,700.0,800.0,750.0,750.0
2013-03-25,2013,3,25,32.0,750.0,850.0,750.0,800.0
2013-03-26,2013,3,26,40.0,725.0,825.0,800.0,775.0
2013-03-28,2013,3,28,30.0,700.0,800.0,775.0,750.0
2013-03-30,2013,3,30,24.0,800.0,900.0,750.0,850.0
2013-05-06,2013,5,6,42.0,900.0,1000.0,850.0,950.0
2013-05-07,2013,5,7,48.0,800.0,1000.0,950.0,900.0
2013-05-08,2013,5,8,40.0,850.0,1050.0,900.0,950.0
2013-05-09,2013,5,9,36.0,900.0,1150.0,950.0,1025.0
2013-05-10,2013,5,10,32.0,900.0,1200.0,1025.0,1050.0
2013-05-11,2013,5,11,38.0,875.0,1175.0,1050.0,1025.0
2013-05-13,2013,5,13,35.0,900.0,1200.0,1025.0,1050.0
2013-05-14,2013,5,14,30.0,950.0,1250.0,1050.0,1100.0
2013-05-15,2013,5,15,33.0,1000.0,1400.0,1100.0,1150.0
2013-05-16,2013,5,16,25.0,1000.0,1200.0,1150.0,1100.0
2013-05-17,2013,5,17,20.0,1000.0,1200.0,1100.0,1100.0
2013-05-18,2013,5,18,16.0,1000.0,1200.0,1100.0,1100.0
2013-05-20,2013,5,20,12.0,1100.0,1200.0,1100.0,1150.0
2013-05-21,2013,5,21,16.0,1000.0,1200.0,1150.0,1100.0
2013-05-22,2013,5,22,12.0,1000.0,1400.0,1100.0,1200.0
2013-05-23,2013,5,23,8.0,1200.0,1400.0,1200.0,1300.0
2013-05-24,2013,5,24,7.0,1300.0,1500.0,1300.0,1400.0
2013-05-27,2013,5,27,10.0,1200.0,1400.0,1400.0,1300.0
2013-05-28,2013,5,28,12.0,1200.0,1400.0,1300.0,1300.0
2013-05-29,2013,5,29,20.0,1000.0,1200.0,1300.0,1100.0
2013-05-30,2013,5,30,12.0,1200.0,1500.0,1100.0,1350.0
2013-10-08,2013,10,8,0.0,2000.0,2400.0,1350.0,2200.0
2013-10-09,2013,10,9,0.0,200.0,2500.0,2200.0,2250.0
2013-10-10,2013,10,10,0.0,2000.0,2200.0,2250.0,2100.0
2013-10-11,2013,10,11,0.0,2000.0,2200.0,2100.0,2100.0
2013-10-12,2013,10,12,0.0,2400.0,2600.0,2100.0,2500.0
2013-10-14,2013,10,14,0.0,2200.0,2500.0,2500.0,2350.0
2013-10-15,2013,10,15,0.0,2400.0,2600.0,2350.0,2500.0
2013-10-17,2013,10,17,0.0,2000.0,2200.0,2500.0,2100.0
2013-10-18,2013,10,18,0.0,1800.0,2000.0,2100.0,1900.0
2013-10-19,2013,10,19,0.0,1700.0,2000.0,1900.0,1850.0
2013-10-21,2013,10,21,0.0,1800.0,2200.0,1850.0,2000.0
2013-10-22,2013,10,22,0.0,1600.0,2000.0,2000.0,1800.0
2013-10-23,2013,10,23,0.0,2000.0,2500.0,1800.0,2250.0
2013-10-24,2013,10,24,0.0,2200.0,2500.0,2250.0,2350.0
2013-10-25,2013,10,25,0.0,2250.0,2750.0,2350.0,2500.0
2013-10-26,2013,10,26,0.0,2200.0,2600.0,2500.0,2400.0
2013-10-29,2013,10,29,0.0,2250.0,2650.0,2400.0,2450.0
2013-10-30,2013,10,30,0.0,2500.0,3000.0,2450.0,2750.0
2013-10-31,2013,10,31,0.0,2800.0,3200.0,2750.0,3000.0
2013-11-01,2013,11,1,0.0,2850.0,3250.0,3000.0,3050.0
2013-11-02,2013,11,2,0.0,2600.0,3000.0,3050.0,2800.0
2013-11-05,2013,11,5,0.0,2500.0,3000.0,2800.0,2750.0
2013-11-06,2013,11,6,0.0,3000.0,3500.0,2750.0,3250.0
2013-11-07,2013,11,7,0.0,3250.0,3650.0,3250.0,3450.0
2013-11-08,2013,11,8,0.0,4000.0,4500.0,3450.0,4250.0
2013-11-09,2013,11,9,0.0,4500.0,5000.0,4250.0,4750.0
2013-11-11,2013,11,11,0.0,4400.0,5000.0,4750.0,4700.0
2013-11-12,2013,11,12,0.0,4500.0,5200.0,4700.0,4850.0
2013-11-13,2013,11,13,0.0,4600.0,5000.0,4850.0,4800.0
2013-11-14,2013,11,14,0.0,4500.0,5000.0,4800.0,4750.0
2013-11-16,2013,11,16,0.0,4400.0,4800.0,4750.0,4600.0
2013-11-18,2013,11,18,0.0,4200.0,4600.0,4600.0,4500.0
2013-11-19,2013,11,19,0.0,4250.0,4750.0,4500.0,4550.0
2013-11-20,2013,11,20,0.0,4500.0,5000.0,4550.0,4750.0
2013-11-21,2013,11,21,0.0,4200.0,5000.0,4750.0,4600.0
2013-11-22,2013,11,22,0.0,4800.0,5500.0,4600.0,5150.0
2013-11-23,2013,11,23,0.0,5000.0,5800.0,5150.0,5400.0
2013-11-25,2013,11,25,0.0,5400.0,6000.0,5400.0,5700.0
2013-11-26,2013,11,26,0.0,4500.0,5000.0,5700.0,4750.0
2013-11-27,2013,11,27,0.0,4200.0,4800.0,4750.0,4500.0
2013-11-28,2013,11,28,0.0,4250.0,4750.0,4500.0,4500.0
2013-11-29,2013,11,29,0.0,3600.0,4000.0,4500.0,3800.0
2013-11-30,2013,11,30,0.0,3200.0,3800.0,3800.0,3500.0
2013-12-02,2013,12,2,0.0,3400.0,4000.0,3500.0,3700.0
2013-12-03,2013,12,3,0.0,3450.0,3650.0,3700.0,3550.0
2013-12-04,2013,12,4,0.0,2600.0,3000.0,3550.0,2800.0
2013-12-05,2013,12,5,0.0,2500.0,3000.0,2800.0,2750.0
2013-12-06,2013,12,6,0.0,2600.0,3000.0,2750.0,2800.0
2013-12-07,2013,12,7,0.0,2500.0,2800.0,2800.0,2650.0
2013-12-09,2013,12,9,0.0,2400.0,2800.0,2650.0,2600.0
2013-12-10,2013,12,10,0.0,2450.0,2750.0,2600.0,2600.0
2013-12-11,2013,12,11,0.0,2400.0,2600.0,2600.0,2500.0
2013-12-12,2013,12,12,0.0,2200.0,2400.0,2500.0,2300.0
2013-12-13,2013,12,13,0.0,2250.0,2450.0,2300.0,2350.0
2013-12-14,2013,12,14,0.0,2200.0,2400.0,2350.0,2300.0
2013-12-16,2013,12,16,0.0,2000.0,2300.0,2300.0,2150.0
2013-12-17,2013,12,17,0.0,2100.0,2300.0,2150.0,2200.0
2013-12-18,2013,12,18,0.0,2050.0,2250.0,2200.0,2150.0
2013-12-19,2013,12,19,0.0,2000.0,2200.0,2150.0,2100.0
2013-12-20,2013,12,20,0.0,2100.0,2300.0,2100.0,2200.0
2013-12-21,2013,12,21,0.0,2150.0,2350.0,2200.0,2250.0
2013-12-23,2013,12,23,0.0,2000.0,2200.0,2250.0,2100.0
2013-12-24,2013,12,24,100.0,1400.0,1800.0,2100.0,1600.0
2013-12-26,2013,12,26,130.0,1300.0,1500.0,1600.0,1400.0
2013-12-27,2013,12,27,150.0,1200.0,1400.0,1400.0,1300.0
2013-12-28,2013,12,28,140.0,1100.0,1300.0,1300.0,1200.0
2013-12-30,2013,12,30,160.0,1000.0,1200.0,1200.0,1100.0
2013-12-31,2013,12,31,142.0,1000.0,1200.0,1100.0,1100.0
2014-01-01,2014,1,1,50.0,1000.0,1150.0,1100.0,1075.0
2014-01-02,2014,1,2,70.0,900.0,1100.0,1075.0,1000.0
2014-01-03,2014,1,3,60.0,1000.0,1150.0,1000.0,1075.0
2014-01-04,2014,1,4,50.0,1000.0,1200.0,1075.0,1100.0
2014-01-06,2014,1,6,30.0,1400.0,1600.0,1100.0,1500.0
2014-01-07,2014,1,7,32.0,1600.0,1700.0,1500.0,1650.0
2014-01-08,2014,1,8,48.0,1300.0,1400.0,1650.0,1350.0
2014-01-09,2014,1,9,60.0,1200.0,1350.0,1350.0,1275.0
2014-01-10,2014,1,10,54.0,1200.0,1300.0,1275.0,1250.0
2014-01-11,2014,1,11,60.0,1200.0,1400.0,1250.0,1300.0
2014-01-13,2014,1,13,45.0,1200.0,1500.0,1300.0,1350.0
2014-01-15,2014,1,15,65.0,1000.0,1200.0,1350.0,1100.0
2014-01-16,2014,1,16,50.0,1200.0,1400.0,1100.0,1300.0
2014-01-17,2014,1,17,60.0,1000.0,1200.0,1300.0,1100.0
2014-01-18,2014,1,18,50.0,1000.0,1200.0,1100.0,1100.0
2014-01-20,2014,1,20,52.0,1050.0,1200.0,1100.0,1125.0
2014-01-21,2014,1,21,48.0,1050.0,1250.0,1125.0,1150.0
2014-01-22,2014,1,22,42.0,1200.0,1400.0,1150.0,1300.0
2014-01-23,2014,1,23,40.0,1200.0,1400.0,1300.0,1300.0
2014-01-24,2014,1,24,50.0,1100.0,1300.0,1300.0,1200.0
2014-01-25,2014,1,25,70.0,1000.0,1100.0,1200.0,1050.0
2014-01-27,2014,1,27,80.0,800.0,1000.0,1050.0,900.0
2014-01-28,2014,1,28,70.0,800.0,1000.0,900.0,900.0
2014-01-29,2014,1,29,78.0,700.0,900.0,900.0,800.0
2014-01-30,2014,1,30,65.0,800.0,900.0,800.0,850.0
2014-01-31,2014,1,31,60.0,800.0,1000.0,850.0,900.0
2014-02-01,2014,2,1,55.0,800.0,1000.0,900.0,900.0
2014-02-03,2014,2,3,60.0,800.0,1000.0,900.0,900.0
2014-02-04,2014,2,4,70.0,800.0,1000.0,900.0,900.0
2014-02-05,2014,2,5,73.0,800.0,950.0,900.0,875.0
2014-02-06,2014,2,6,60.0,1000.0,1100.0,875.0,1050.0
2014-02-07,2014,2,7,65.0,900.0,1000.0,1050.0,950.0
2014-02-08,2014,2,8,60.0,900.0,1000.0,950.0,950.0
2014-02-10,2014,2,10,56.0,950.0,1050.0,950.0,1000.0
2014-02-11,2014,2,11,50.0,900.0,1200.0,1000.0,1050.0
2014-02-12,2014,2,12,48.0,1000.0,1200.0,1050.0,1100.0
2014-02-13,2014,2,13,45.0,1050.0,1250.0,1100.0,1150.0
2014-02-14,2014,2,14,60.0,800.0,1100.0,1150.0,950.0
2014-02-15,2014,2,15,50.0,1000.0,1300.0,950.0,1150.0
2014-02-17,2014,2,17,58.0,1000.0,1250.0,1150.0,1125.0
2014-02-18,2014,2,18,60.0,1000.0,1200.0,1125.0,1100.0
2014-02-19,2014,2,19,52.0,1100.0,1300.0,1100.0,1200.0
2014-02-20,2014,2,20,50.0,1125.0,1275.0,1200.0,1200.0
2014-02-21,2014,2,21,62.0,1000.0,1200.0,1200.0,1100.0
2014-02-22,2014,2,22,53.0,1050.0,1250.0,1100.0,1150.0
2014-02-24,2014,2,24,62.0,1000.0,1200.0,1150.0,1100.0
2014-02-25,2014,2,25,50.0,1150.0,1350.0,1100.0,1250.0
2014-02-26,2014,2,26,58.0,1100.0,1300.0,1250.0,1200.0
2014-02-27,2014,2,27,60.0,1150.0,1250.0,1200.0,1200.0
2014-02-28,2014,2,28,52.0,1000.0,1200.0,1200.0,1100.0
2014-03-01,2014,3,1,45.0,1000.0,1200.0,1100.0,1100.0
2014-03-03,2014,3,3,52.0,1000.0,1300.0,1100.0,1200.0
2014-03-04,2014,3,4,42.0,1100.0,1400.0,1200.0,1250.0
2014-03-05,2014,3,5,58.0,1000.0,1200.0,1250.0,1100.0
2014-03-06,2014,3,6,55.0,1100.0,1300.0,1100.0,1200.0
2014-03-07,2014,3,7,50.0,1000.0,1400.0,1200.0,1200.0
2014-03-08,2014,3,8,58.0,1100.0,1300.0,1200.0,1200.0
2014-03-10,2014,3,10,40.0,1000.0,1500.0,1200.0,1250.0
2014-03-11,2014,3,11,38.0,1000.0,1400.0,1250.0,1200.0
2014-03-12,2014,3,12,40.0,1100.0,1400.0,1200.0,1250.0
2014-03-13,2014,3,13,35.0,1100.0,1500.0,1250.0,1300.0
2014-03-14,2014,3,14,36.0,1200.0,1500.0,1300.0,1350.0
2014-03-15,2014,3,15,30.0,1200.0,1600.0,1350.0,1400.0
2014-03-18,2014,3,18,10.0,1000.0,1200.0,1400.0,1100.0
2014-03-19,2014,3,19,12.0,1000.0,1200.0,1100.0,1100.0
2014-03-20,2014,3,20,14.0,1100.0,1200.0,1100.0,1150.0
2014-03-21,2014,3,21,11.0,1100.0,1250.0,1150.0,1125.0
2014-03-22,2014,3,22,12.0,1100.0,1400.0,1125.0,1200.0
2014-03-24,2014,3,24,14.0,1000.0,1200.0,1200.0,1100.0
2014-03-25,2014,3,25,15.0,950.0,1200.0,1100.0,1060.0
2014-03-26,2014,3,26,16.0,1000.0,1200.0,1060.0,1100.0
2014-03-27,2014,3,27,15.0,1050.0,1250.0,1100.0,1150.0
2014-03-28,2014,3,28,13.0,1100.0,1300.0,1150.0,1200.0
2014-03-29,2014,3,29,14.0,1200.0,1300.0,1200.0,1250.0
2014-03-31,2014,3,31,15.0,1100.0,1300.0,1250.0,1200.0
2014-04-01,2014,4,1,13.0,1100.0,1300.0,1200.0,1200.0
2014-04-02,2014,4,2,15.0,1000.0,1200.0,1200.0,1100.0
2014-04-03,2014,4,3,16.0,1050.0,1250.0,1100.0,1150.0
2014-04-04,2014,4,4,15.0,1000.0,1200.0,1150.0,1100.0
2014-04-05,2014,4,5,18.0,1000.0,1250.0,1100.0,1125.0
2014-04-07,2014,4,7,23.0,1100.0,1400.0,1125.0,1200.0
2014-04-09,2014,4,9,22.0,1300.0,1550.0,1200.0,1400.0
2014-04-10,2014,4,10,20.0,1400.0,1650.0,1400.0,1500.0
2014-04-11,2014,4,11,21.0,1400.0,1650.0,1500.0,1500.0
2014-04-12,2014,4,12,18.0,1600.0,1800.0,1500.0,1700.0
2014-04-15,2014,4,15,15.0,1600.0,1800.0,1700.0,1700.0
2014-04-16,2014,4,16,21.0,1500.0,1700.0,1700.0,1600.0
2014-04-17,2014,4,17,24.0,1450.0,1650.0,1600.0,1530.0
2014-04-19,2014,4,19,26.0,1400.0,1600.0,1530.0,1500.0
2014-04-21,2014,4,21,25.0,1500.0,1700.0,1500.0,1600.0
2014-04-22,2014,4,22,16.0,1300.0,1600.0,1600.0,1450.0
2014-04-23,2014,4,23,18.0,1300.0,1700.0,1450.0,1500.0
2014-04-24,2014,4,24,12.0,1400.0,1800.0,1500.0,1600.0
2014-04-25,2014,4,25,37.0,1300.0,1550.0,1600.0,1450.0
2014-04-26,2014,4,26,48.0,1000.0,1200.0,1450.0,1100.0
2014-04-28,2014,4,28,28.0,1100.0,1400.0,1100.0,1250.0
2014-04-29,2014,4,29,22.0,1100.0,1450.0,1250.0,1300.0
2014-05-01,2014,5,1,30.0,1200.0,1400.0,1300.0,1300.0
2014-05-02,2014,5,2,29.0,800.0,1200.0,1300.0,1000.0
2014-05-03,2014,5,3,30.0,800.0,1000.0,1000.0,900.0
2014-05-05,2014,5,5,38.0,850.0,1100.0,900.0,1000.0
2014-05-06,2014,5,6,42.0,900.0,1100.0,1000.0,1000.0
2014-05-07,2014,5,7,39.0,950.0,1200.0,1000.0,1075.0
2014-05-08,2014,5,8,36.0,950.0,1200.0,1075.0,1100.0
2014-05-09,2014,5,9,34.0,950.0,1200.0,1100.0,1100.0
2014-05-10,2014,5,10,36.0,800.0,900.0,1100.0,850.0
2014-05-12,2014,5,12,40.0,700.0,800.0,850.0,750.0
2014-05-13,2014,5,13,35.0,700.0,800.0,750.0,750.0
2014-05-15,2014,5,15,52.0,650.0,800.0,750.0,725.0
2014-05-16,2014,5,16,64.0,500.0,700.0,725.0,600.0
2014-05-17,2014,5,17,70.0,500.0,600.0,600.0,550.0
2014-05-19,2014,5,19,82.0,450.0,550.0,550.0,500.0
2014-05-20,2014,5,20,87.0,400.0,500.0,500.0,450.0
2014-05-21,2014,5,21,73.0,440.0,520.0,450.0,480.0
2014-05-22,2014,5,22,75.0,380.0,500.0,480.0,440.0
2014-05-23,2014,5,23,68.0,360.0,500.0,440.0,430.0
2014-05-24,2014,5,24,57.0,400.0,500.0,430.0,450.0
2014-05-26,2014,5,26,62.0,360.0,480.0,450.0,420.0
2014-05-27,2014,5,27,53.0,450.0,700.0,420.0,575.0
2014-05-28,2014,5,28,56.0,450.0,650.0,575.0,550.0
2014-05-29,2014,5,29,52.0,600.0,800.0,550.0,700.0
2014-05-30,2014,5,30,48.0,750.0,950.0,700.0,850.0
2014-05-31,2014,5,31,47.0,800.0,900.0,850.0,850.0
2014-06-02,2014,6,2,58.0,700.0,900.0,850.0,800.0
2014-06-03,2014,6,3,55.0,750.0,950.0,800.0,850.0
2014-06-04,2014,6,4,56.0,700.0,900.0,850.0,800.0
2014-06-05,2014,6,5,60.0,650.0,850.0,800.0,750.0
2014-06-06,2014,6,6,62.0,600.0,800.0,750.0,700.0
2014-06-07,2014,6,7,50.0,700.0,1000.0,700.0,900.0
2014-06-09,2014,6,9,50.0,800.0,1000.0,900.0,900.0
2014-06-10,2014,6,10,42.0,1200.0,1400.0,900.0,1300.0
2014-06-11,2014,6,11,45.0,1200.0,1500.0,1300.0,1350.0
2014-06-12,2014,6,12,40.0,1300.0,1500.0,1350.0,1400.0
2014-06-13,2014,6,13,52.0,1100.0,1400.0,1400.0,1250.0
2014-06-14,2014,6,14,60.0,1150.0,1350.0,1250.0,1250.0
2014-06-16,2014,6,16,53.0,1300.0,1500.0,1250.0,1400.0
2014-06-17,2014,6,17,68.0,1400.0,1600.0,1400.0,1500.0
2014-06-18,2014,6,18,50.0,1250.0,1550.0,1500.0,1400.0
